Year,Month,Country,Branch,Product,SalesQuantity,Revenue,EmployeeCount,ProductPrice
2020,2,Turkey,Istanbul,Smartphones,67,48623.91,24,725.73
2020,2,Turkey,Istanbul,Laptops,140,87103.8,34,622.17
2020,2,Turkey,Istanbul,Tablets,124,10104.76,45,81.49
2020,2,Turkey,Istanbul,Headphones,168,224085.12,44,1333.84
2020,2,Turkey,Bursa,Televisions,102,143378.34,47,1405.67
2020,2,Turkey,Bursa,Smartphones,87,50516.55,5,580.65
2020,2,Turkey,Bursa,Laptops,129,75955.2,45,588.8
2020,2,Turkey,Bursa,Tablets,167,76689.74,13,459.22
2020,2,Turkey,Bursa,Headphones,19,25482.23,22,1341.17
2020,2,Turkey,Ankara,Televisions,179,123660.36,47,690.84
2020,2,Turkey,Ankara,Smartphones,72,54820.8,43,761.4
2020,2,Turkey,Ankara,Laptops,137,11623.08,34,84.84
2020,2,Turkey,Ankara,Tablets,15,7249.35,7,483.29
2020,2,Turkey,Ankara,Headphones,131,185759.31,49,1418.01
2020,2,Turkey,Antalya,Televisions,67,29948.33,49,446.99
2020,2,Turkey,Antalya,Smartphones,92,9501.76,37,103.28
2020,2,Turkey,Antalya,Laptops,199,72670.82,39,365.18
2020,2,Turkey,Antalya,Tablets,200,178148.0,28,890.74
2020,2,Turkey,Antalya,Headphones,129,31067.07,30,240.83
2020,2,Oman,Muscat,Televisions,73,54982.14,38,753.18
2020,2,Oman,Muscat,Smartphones,137,127982.66,32,934.18
2020,2,Oman,Muscat,Laptops,38,30570.62,40,804.49
2020,2,Oman,Muscat,Tablets,75,101978.25,44,1359.71
2020,2,Oman,Muscat,Headphones,83,93271.25,10,1123.75
2020,2,Oman,Sohar,Televisions,157,86207.13,12,549.09
2020,2,Oman,Sohar,Smartphones,79,113224.38,45,1433.22
2020,2,Oman,Sohar,Laptops,52,15432.56,19,296.78
2020,2,Oman,Sohar,Tablets,84,74417.28,47,885.92
2020,2,Oman,Sohar,Headphones,173,14357.27,11,82.99
2020,2,USA,Austin,Televisions,147,11304.3,16,76.9
2020,2,USA,Austin,Smartphones,30,7819.2,39,260.64
2020,2,USA,Austin,Laptops,23,28419.72,46,1235.64
2020,2,USA,Austin,Tablets,17,6370.75,47,374.75
2020,2,USA,Austin,Headphones,127,8928.1,49,70.3
2020,2,USA,New York,Televisions,190,78147.0,19,411.3
2020,2,USA,New York,Smartphones,176,110871.2,14,629.95
2020,2,USA,New York,Laptops,41,6905.63,25,168.43
2020,2,USA,New York,Tablets,154,157252.48,24,1021.12
2020,2,USA,New York,Headphones,108,13868.28,29,128.41
2020,2,USA,Chicago,Televisions,62,68299.2,48,1101.6
2020,2,USA,Chicago,Smartphones,85,58035.45,43,682.77
2020,2,USA,Chicago,Laptops,166,9938.42,48,59.87
2020,2,USA,Chicago,Tablets,76,55657.84,17,732.34
2020,2,USA,Chicago,Headphones,135,110720.25,14,820.15
2020,3,Egypt,Cairo,Televisions,20,16745.4,48,837.27
2020,3,Egypt,Cairo,Smartphones,171,96337.98,50,563.38
2020,3,Egypt,Cairo,Laptops,198,133695.54,36,675.23
2020,3,Egypt,Cairo,Tablets,120,101577.6,45,846.48
2020,3,Egypt,Cairo,Headphones,66,75172.02,26,1138.97
2020,3,Egypt,Giza,Televisions,133,166376.35,5,1250.95
2020,3,Egypt,Giza,Smartphones,71,11663.88,28,164.28
2020,3,Egypt,Giza,Laptops,153,207131.4,20,1353.8
2020,3,Egypt,Giza,Tablets,146,111454.94,8,763.39
2020,3,Egypt,Giza,Headphones,131,166499.69,47,1270.99
2020,3,Egypt,Alexandria,Televisions,196,140912.24,26,718.94
2020,3,Egypt,Alexandria,Smartphones,22,30834.98,42,1401.59
2020,3,Egypt,Alexandria,Laptops,153,163570.77,41,1069.09
2020,3,Egypt,Alexandria,Tablets,162,215547.48,5,1330.54
2020,3,Egypt,Alexandria,Headphones,116,143430.52,9,1236.47
2020,3,Egypt,Faiyum,Televisions,46,61480.84,47,1336.54
2020,3,Egypt,Faiyum,Smartphones,21,9339.54,50,444.74
2020,3,Egypt,Faiyum,Laptops,198,78778.26,5,397.87
2020,3,Egypt,Faiyum,Tablets,94,93318.5,44,992.75
2020,3,Egypt,Faiyum,Headphones,26,35836.58,10,1378.33
2020,3,Turkey,Istanbul,Televisions,45,4580.55,26,101.79
2020,3,Turkey,Istanbul,Smartphones,48,14026.08,43,292.21
2020,3,Turkey,Istanbul,Laptops,187,261444.7,42,1398.1
2020,3,Turkey,Istanbul,Tablets,154,219959.74,28,1428.31
2020,3,Turkey,Istanbul,Headphones,189,210374.01,49,1113.09
2020,3,Turkey,Bursa,Televisions,184,141801.44,33,770.66
2020,3,Turkey,Bursa,Smartphones,79,80437.01,31,1018.19
2020,3,Turkey,Bursa,Laptops,12,9762.72,24,813.56
2020,3,Turkey,Bursa,Tablets,45,66299.4,38,1473.32
2020,3,Turkey,Bursa,Headphones,72,53306.64,44,740.37
2020,3,Turkey,Ankara,Televisions,148,103777.6,29,701.2
2020,3,Turkey,Ankara,Smartphones,31,29778.91,21,960.61
2020,3,Turkey,Ankara,Laptops,82,55346.72,18,674.96
2020,3,Turkey,Ankara,Tablets,163,100279.23,19,615.21
2020,3,Turkey,Ankara,Headphones,75,82708.5,26,1102.78
2020,3,Turkey,Antalya,Televisions,190,89497.6,31,471.04
2020,3,Turkey,Antalya,Smartphones,130,63206.0,29,486.2
2020,3,Turkey,Antalya,Laptops,136,163337.36,36,1201.01
2020,3,Turkey,Antalya,Tablets,153,26843.85,15,175.45
2020,3,Turkey,Antalya,Headphones,181,54736.21,17,302.41
2020,3,Oman,Muscat,Televisions,50,24866.5,32,497.33
2020,3,Oman,Muscat,Smartphones,56,19598.32,40,349.97
2020,3,Oman,Muscat,Laptops,107,85022.2,7,794.6
2020,3,Oman,Muscat,Tablets,120,54258.0,36,452.15
2020,3,Oman,Muscat,Headphones,180,213894.0,14,1188.3
2020,3,Oman,Sohar,Televisions,192,130477.44,19,679.57
2020,3,Oman,Sohar,Smartphones,131,82222.15,28,627.65
2020,3,Oman,Sohar,Laptops,112,146464.64,8,1307.72
2020,3,Oman,Sohar,Tablets,86,54789.74,35,637.09
2020,3,Oman,Sohar,Headphones,56,37682.96,42,672.91
2020,3,USA,Austin,Televisions,129,62833.32,28,487.08
2020,3,USA,Austin,Smartphones,39,19151.34,24,491.06
2020,3,USA,Austin,Laptops,163,22384.79,31,137.33
2020,3,USA,Austin,Tablets,16,3279.2,30,204.95
2020,3,USA,Austin,Headphones,80,73864.8,16,923.31
2020,3,USA,New York,Televisions,128,171146.24,26,1337.08
2020,3,USA,New York,Smartphones,61,81695.47,10,1339.27
2020,3,USA,New York,Laptops,196,158240.6,22,807.35
2020,3,USA,New York,Tablets,33,17322.69,23,524.93
2020,3,USA,New York,Headphones,133,70333.06,6,528.82
2020,3,USA,Chicago,Televisions,88,80178.56,29,911.12
2020,3,USA,Chicago,Smartphones,53,62012.12,49,1170.04
2020,3,USA,Chicago,Laptops,192,20401.92,5,106.26
2020,3,USA,Chicago,Tablets,181,263025.58,27,1453.18
2020,3,USA,Chicago,Headphones,75,51666.75,46,688.89
2020,4,Egypt,Cairo,Televisions,118,112197.94,30,950.83
2020,4,Egypt,Cairo,Smartphones,32,33678.72,44,1052.46
2020,4,Egypt,Cairo,Laptops,86,81527.14,21,947.99
2020,4,Egypt,Cairo,Tablets,200,188262.0,5,941.31
2020,4,Egypt,Cairo,Headphones,98,14284.48,49,145.76
2020,4,Egypt,Giza,Televisions,108,24501.96,23,226.87
2020,4,Egypt,Giza,Smartphones,29,5764.62,34,198.78
2020,4,Egypt,Giza,Laptops,94,97530.64,12,1037.56
2020,4,Egypt,Giza,Tablets,16,10438.4,8,652.4
2020,4,Egypt,Giza,Headphones,60,82563.0,18,1376.05
2020,4,Egypt,Alexandria,Televisions,16,15350.56,33,959.41
2020,4,Egypt,Alexandria,Smartphones,34,8128.72,14,239.08
2020,4,Egypt,Alexandria,Laptops,17,23551.97,22,1385.41
2020,4,Egypt,Alexandria,Tablets,116,136993.68,29,1180.98
2020,4,Egypt,Alexandria,Headphones,116,110996.92,40,956.87
2020,4,Egypt,Faiyum,Televisions,164,44583.4,13,271.85
2020,4,Egypt,Faiyum,Smartphones,54,55325.16,8,1024.54
2020,4,Egypt,Faiyum,Laptops,35,6163.5,43,176.1
2020,4,Egypt,Faiyum,Tablets,125,128642.5,28,1029.14
2020,4,Egypt,Faiyum,Headphones,150,46806.0,18,312.04
2020,4,Turkey,Istanbul,Televisions,84,95502.12,7,1136.93
2020,4,Turkey,Istanbul,Smartphones,178,124984.48,24,702.16
2020,4,Turkey,Istanbul,Laptops,45,53617.95,10,1191.51
2020,4,Turkey,Istanbul,Tablets,135,128544.3,32,952.18
2020,4,Turkey,Istanbul,Headphones,56,58705.92,6,1048.32
2020,4,Turkey,Bursa,Televisions,75,105791.25,28,1410.55
2020,4,Turkey,Bursa,Smartphones,179,145348.0,35,812.0
2020,4,Turkey,Bursa,Laptops,58,19059.38,15,328.61
2020,4,Turkey,Bursa,Tablets,46,68789.78,19,1495.43
2020,4,Turkey,Bursa,Headphones,64,87529.6,34,1367.65
2020,4,Turkey,Ankara,Televisions,124,117193.64,23,945.11
2020,4,Turkey,Ankara,Smartphones,13,2327.52,35,179.04
2020,4,Turkey,Ankara,Laptops,164,17172.44,50,104.71
2020,4,Turkey,Ankara,Tablets,29,42725.99,33,1473.31
2020,4,Turkey,Ankara,Headphones,52,77429.04,32,1489.02
2020,4,Turkey,Antalya,Televisions,42,6941.34,16,165.27
2020,4,Turkey,Antalya,Smartphones,143,67604.68,32,472.76
2020,4,Turkey,Antalya,Laptops,113,163727.96,45,1448.92
2020,4,Turkey,Antalya,Tablets,179,44792.96,34,250.24
2020,4,Turkey,Antalya,Headphones,144,86559.84,24,601.11
2020,4,Oman,Muscat,Televisions,187,20884.16,17,111.68
2020,4,Oman,Muscat,Smartphones,32,11998.4,50,374.95
2020,4,Oman,Muscat,Laptops,35,43808.8,49,1251.68
2020,4,Oman,Muscat,Tablets,129,96779.67,37,750.23
2020,4,Oman,Muscat,Headphones,65,76133.2,45,1171.28
2020,4,Oman,Sohar,Televisions,100,50386.0,47,503.86
2020,4,Oman,Sohar,Smartphones,41,59349.55,22,1447.55
2020,4,Oman,Sohar,Laptops,182,142291.24,33,781.82
2020,4,Oman,Sohar,Tablets,47,23250.9,24,494.7
2020,4,Oman,Sohar,Headphones,196,256669.84,28,1309.54
2020,4,USA,Austin,Televisions,135,115867.8,13,858.28
2020,4,USA,Austin,Smartphones,64,50509.44,22,789.21
2020,4,USA,Austin,Laptops,183,210784.89,14,1151.83
2020,4,USA,Austin,Tablets,93,73136.13,44,786.41
2020,4,USA,Austin,Headphones,175,179338.25,26,1024.79
2020,4,USA,New York,Televisions,59,60699.79,19,1028.81
2020,4,USA,New York,Smartphones,36,19016.28,24,528.23
2020,4,USA,New York,Laptops,106,7791.0,32,73.5
2020,4,USA,New York,Tablets,33,14794.56,7,448.32
2020,4,USA,New York,Headphones,32,43101.12,26,1346.91
2020,4,USA,Chicago,Televisions,35,14219.8,21,406.28
2020,4,USA,Chicago,Smartphones,196,86273.32,22,440.17
2020,4,USA,Chicago,Laptops,105,79931.25,49,761.25
2020,4,USA,Chicago,Tablets,136,144078.4,40,1059.4
2020,4,USA,Chicago,Headphones,187,85655.35,48,458.05
2020,5,Egypt,Cairo,Televisions,168,18377.52,38,109.39
2020,5,Egypt,Cairo,Smartphones,20,19486.6,45,974.33
2020,5,Egypt,Cairo,Laptops,196,128848.44,27,657.39
2020,5,Egypt,Cairo,Tablets,189,163420.74,22,864.66
2020,5,Egypt,Cairo,Headphones,41,8935.54,22,217.94
2020,5,Egypt,Giza,Televisions,62,88030.08,34,1419.84
2020,5,Egypt,Giza,Smartphones,105,29312.85,19,279.17
2020,5,Egypt,Giza,Laptops,96,68260.8,21,711.05
2020,5,Egypt,Giza,Tablets,147,135557.52,7,922.16
2020,5,Egypt,Giza,Headphones,19,26402.59,37,1389.61
2020,5,Egypt,Alexandria,Televisions,158,208528.4,39,1319.8
2020,5,Egypt,Alexandria,Smartphones,78,28824.9,34,369.55
2020,5,Egypt,Alexandria,Laptops,112,158354.56,21,1413.88
2020,5,Egypt,Alexandria,Tablets,38,47030.7,6,1237.65
2020,5,Egypt,Alexandria,Headphones,135,181494.0,11,1344.4
2020,5,Egypt,Faiyum,Televisions,194,268798.64,40,1385.56
2020,5,Egypt,Faiyum,Smartphones,193,51476.96,21,266.72
2020,5,Egypt,Faiyum,Laptops,104,58339.84,38,560.96
2020,5,Egypt,Faiyum,Tablets,65,27323.4,6,420.36
2020,5,Egypt,Faiyum,Headphones,35,45936.45,20,1312.47
2020,5,Turkey,Istanbul,Televisions,110,157822.5,15,1434.75
2020,5,Turkey,Istanbul,Smartphones,106,42893.96,38,404.66
2020,5,Turkey,Istanbul,Laptops,73,65243.02,37,893.74
2020,5,Turkey,Istanbul,Tablets,83,42645.4,11,513.8
2020,5,Turkey,Istanbul,Headphones,178,72855.4,30,409.3
2020,5,Turkey,Bursa,Televisions,58,66050.4,10,1138.8
2020,5,Turkey,Bursa,Smartphones,60,70147.8,43,1169.13
2020,5,Turkey,Bursa,Laptops,179,37500.5,34,209.5
2020,5,Turkey,Bursa,Tablets,109,68310.3,6,626.7
2020,5,Turkey,Bursa,Headphones,185,25415.3,44,137.38
2020,5,Turkey,Ankara,Televisions,154,8260.56,11,53.64
2020,5,Turkey,Ankara,Smartphones,117,107707.86,35,920.58
2020,5,Turkey,Ankara,Laptops,94,105944.58,5,1127.07
2020,5,Turkey,Ankara,Tablets,134,59958.3,22,447.45
2020,5,Turkey,Ankara,Headphones,19,11137.23,45,586.17
2020,5,Turkey,Antalya,Televisions,189,102725.28,23,543.52
2020,5,Turkey,Antalya,Smartphones,24,4837.68,24,201.57
2020,5,Turkey,Antalya,Laptops,197,88498.31,16,449.23
2020,5,Turkey,Antalya,Tablets,86,105826.44,12,1230.54
2020,5,Turkey,Antalya,Headphones,34,45308.74,20,1332.61
2020,5,Oman,Muscat,Televisions,175,98477.75,43,562.73
2020,5,Oman,Muscat,Smartphones,75,66212.25,45,882.83
2020,5,Oman,Muscat,Laptops,135,179059.95,34,1326.37
2020,5,Oman,Muscat,Tablets,50,72616.5,46,1452.33
2020,5,Oman,Muscat,Headphones,115,106404.9,8,925.26
2020,5,Oman,Sohar,Televisions,86,8589.68,43,99.88
2020,5,Oman,Sohar,Smartphones,56,71071.84,34,1269.14
2020,5,Oman,Sohar,Laptops,26,34904.74,7,1342.49
2020,5,Oman,Sohar,Tablets,92,99647.04,19,1083.12
2020,5,Oman,Sohar,Headphones,11,11746.57,19,1067.87
2020,5,USA,Austin,Televisions,107,142750.84,19,1334.12
2020,5,USA,Austin,Smartphones,93,21483.0,46,231.0
2020,5,USA,Austin,Laptops,116,65137.48,47,561.53
2020,5,USA,Austin,Tablets,22,13838.0,47,629.0
2020,5,USA,Austin,Headphones,78,99059.22,29,1269.99
2020,5,USA,New York,Televisions,37,10077.69,9,272.37
2020,5,USA,New York,Smartphones,162,184671.9,35,1139.95
2020,5,USA,New York,Laptops,136,69600.72,12,511.77
2020,5,USA,New York,Tablets,128,171820.8,42,1342.35
2020,5,USA,New York,Headphones,83,59980.78,12,722.66
2020,5,USA,Chicago,Televisions,22,22645.7,46,1029.35
2020,5,USA,Chicago,Smartphones,131,82264.07,20,627.97
2020,5,USA,Chicago,Laptops,175,58758.0,14,335.76
2020,5,USA,Chicago,Tablets,135,15836.85,20,117.31
2020,5,USA,Chicago,Headphones,73,82591.47,18,1131.39
2020,6,Egypt,Cairo,Televisions,37,25740.9,41,695.7
2020,6,Egypt,Cairo,Smartphones,89,69148.55,5,776.95
2020,6,Egypt,Cairo,Laptops,184,195360.16,6,1061.74
2020,6,Egypt,Cairo,Tablets,24,9364.8,19,390.2
2020,6,Egypt,Cairo,Headphones,56,59915.52,36,1069.92
2020,6,Egypt,Giza,Televisions,89,78740.08,7,884.72
2020,6,Egypt,Giza,Smartphones,34,36164.78,11,1063.67
2020,6,Egypt,Giza,Laptops,130,68034.2,23,523.34
2020,6,Egypt,Giza,Tablets,175,205528.75,7,1174.45
2020,6,Egypt,Giza,Headphones,46,42221.1,46,917.85
2020,6,Egypt,Alexandria,Televisions,32,40621.76,43,1269.43
2020,6,Egypt,Alexandria,Smartphones,72,65144.16,10,904.78
2020,6,Egypt,Alexandria,Laptops,49,45039.82,44,919.18
2020,6,Egypt,Alexandria,Tablets,62,32801.1,32,529.05
2020,6,Egypt,Alexandria,Headphones,197,99380.59,32,504.47
2020,6,Egypt,Faiyum,Televisions,107,113765.61,47,1063.23
2020,6,Egypt,Faiyum,Smartphones,22,6024.48,12,273.84
2020,6,Egypt,Faiyum,Laptops,49,49647.78,46,1013.22
2020,6,Egypt,Faiyum,Tablets,86,87148.96,29,1013.36
2020,6,Egypt,Faiyum,Headphones,14,15011.92,46,1072.28
2020,6,Turkey,Istanbul,Televisions,122,151459.34,11,1241.47
2020,6,Turkey,Istanbul,Smartphones,30,33852.6,34,1128.42
2020,6,Turkey,Istanbul,Laptops,23,5817.62,18,252.94
2020,6,Turkey,Istanbul,Tablets,128,103956.48,5,812.16
2020,6,Turkey,Istanbul,Headphones,196,283120.04,24,1444.49
2020,6,Turkey,Bursa,Televisions,170,137523.2,17,808.96
2020,6,Turkey,Bursa,Smartphones,186,70222.44,15,377.54
2020,6,Turkey,Bursa,Laptops,54,41880.24,31,775.56
2020,6,Turkey,Bursa,Tablets,105,112968.45,16,1075.89
2020,6,Turkey,Bursa,Headphones,143,199081.74,34,1392.18
2020,6,Turkey,Ankara,Televisions,12,15856.32,44,1321.36
2020,6,Turkey,Ankara,Smartphones,133,130076.66,7,978.02
2020,6,Turkey,Ankara,Laptops,88,75915.84,33,862.68
2020,6,Turkey,Ankara,Tablets,147,210418.74,14,1431.42
2020,6,Turkey,Ankara,Headphones,104,92563.12,20,890.03
2020,6,Turkey,Antalya,Televisions,87,10539.18,43,121.14
2020,6,Turkey,Antalya,Smartphones,48,59112.96,7,1231.52
2020,6,Turkey,Antalya,Laptops,164,18213.84,23,111.06
2020,6,Turkey,Antalya,Tablets,79,65478.36,23,828.84
2020,6,Turkey,Antalya,Headphones,76,112760.44,24,1483.69
2020,6,Oman,Muscat,Televisions,100,79980.0,31,799.8
2020,6,Oman,Muscat,Smartphones,127,78926.69,34,621.47
2020,6,Oman,Muscat,Laptops,114,147650.52,26,1295.18
2020,6,Oman,Muscat,Tablets,95,34989.45,22,368.31
2020,6,Oman,Muscat,Headphones,64,18458.24,10,288.41
2020,6,Oman,Sohar,Televisions,73,88712.52,49,1215.24
2020,6,Oman,Sohar,Smartphones,83,31002.16,43,373.52
2020,6,Oman,Sohar,Laptops,156,108245.28,7,693.88
2020,6,Oman,Sohar,Tablets,66,69773.88,31,1057.18
2020,6,Oman,Sohar,Headphones,82,42984.4,44,524.2
2020,6,USA,Austin,Televisions,91,38797.85,39,426.35
2020,6,USA,Austin,Smartphones,35,51026.15,23,1457.89
2020,6,USA,Austin,Laptops,174,127893.48,18,735.02
2020,6,USA,Austin,Tablets,96,91025.28,18,948.18
2020,6,USA,Austin,Headphones,156,32973.72,35,211.37
2020,6,USA,New York,Televisions,20,6320.2,27,316.01
2020,6,USA,New York,Smartphones,179,133827.56,38,747.64
2020,6,USA,New York,Laptops,101,77632.64,28,768.64
2020,6,USA,New York,Tablets,59,61044.35,10,1034.65
2020,6,USA,New York,Headphones,107,45684.72,18,426.96
2020,6,USA,Chicago,Televisions,184,274482.0,36,1491.75
2020,6,USA,Chicago,Smartphones,161,207409.86,25,1288.26
2020,6,USA,Chicago,Laptops,83,91941.59,32,1107.73
2020,6,USA,Chicago,Tablets,10,3952.3,49,395.23
2020,6,USA,Chicago,Headphones,149,214518.28,44,1439.72
2020,7,Egypt,Cairo,Televisions,132,176139.48,22,1334.39
2020,7,Egypt,Cairo,Smartphones,159,106712.85,6,671.15
2020,7,Egypt,Cairo,Laptops,66,68167.44,10,1032.84
2020,7,Egypt,Cairo,Tablets,138,154274.34,22,1117.93
2020,7,Egypt,Cairo,Headphones,180,11052.0,27,61.4
2020,7,Egypt,Giza,Televisions,163,36992.85,50,226.95
2020,7,Egypt,Giza,Smartphones,74,8374.58,30,113.17
2020,7,Egypt,Giza,Laptops,11,14933.82,30,1357.62
2020,7,Egypt,Giza,Tablets,117,162474.39,15,1388.67
2020,7,Egypt,Giza,Headphones,173,228065.9,36,1318.3
2020,7,Egypt,Alexandria,Televisions,81,71142.3,40,878.3
2020,7,Egypt,Alexandria,Smartphones,76,33911.2,19,446.2
2020,7,Egypt,Alexandria,Laptops,143,120390.27,26,841.89
2020,7,Egypt,Alexandria,Tablets,131,155721.01,33,1188.71
2020,7,Egypt,Alexandria,Headphones,129,174736.95,34,1354.55
2020,7,Egypt,Faiyum,Televisions,166,158619.64,40,955.54
2020,7,Egypt,Faiyum,Smartphones,102,145202.1,38,1423.55
2020,7,Egypt,Faiyum,Laptops,138,53218.32,43,385.64
2020,7,Egypt,Faiyum,Tablets,145,130821.9,36,902.22
2020,7,Egypt,Faiyum,Headphones,190,149533.8,20,787.02
2020,7,Turkey,Istanbul,Televisions,197,238809.31,47,1212.23
2020,7,Turkey,Istanbul,Smartphones,52,76661.0,8,1474.25
2020,7,Turkey,Istanbul,Laptops,102,83942.94,15,822.97
2020,7,Turkey,Istanbul,Tablets,181,11350.51,46,62.71
2020,7,Turkey,Istanbul,Headphones,166,221427.4,43,1333.9
2020,7,Turkey,Bursa,Televisions,130,172768.7,37,1328.99
2020,7,Turkey,Bursa,Smartphones,43,11180.43,18,260.01
2020,7,Turkey,Bursa,Laptops,36,15517.8,36,431.05
2020,7,Turkey,Bursa,Tablets,151,214111.96,28,1417.96
2020,7,Turkey,Bursa,Headphones,117,128202.75,22,1095.75
2020,7,Turkey,Ankara,Televisions,126,36826.02,28,292.27
2020,7,Turkey,Ankara,Smartphones,26,17385.16,27,668.66
